shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
13470,13470,6/25/2024,FedEx,TRK276372,6/29/2024,Pending
13471,13471,6/15/2024,UPS,TRK126088,6/23/2024,Pending
13472,13472,3/6/2024,DHL,TRK342601,3/13/2024,Cancelled
13473,13473,9/14/2024,FedEx,TRK580348,9/22/2024,Shipped
13474,13474,6/18/2024,UPS,TRK097824,6/22/2024,Shipped
13475,13475,2/2/2024,DHL,TRK950943,2/7/2024,Cancelled
13476,13476,2/21/2024,FedEx,TRK151725,2/29/2024,Delivered
13477,13477,2/22/2024,UPS,TRK618326,2/25/2024,Shipped
13478,13478,4/9/2024,DHL,TRK041189,4/14/2024,Pending
13479,13479,12/5/2023,FedEx,TRK338729,12/12/2023,Delivered
13480,13480,6/12/2024,UPS,TRK721051,6/18/2024,Delivered
13481,13481,3/27/2024,DHL,TRK559196,3/31/2024,Pending
13482,13482,11/12/2023,FedEx,TRK248318,11/18/2023,Shipped
13483,13483,12/30/2023,UPS,TRK478161,1/2/2024,Shipped
13484,13484,1/4/2024,DHL,TRK946006,1/5/2024,Cancelled
13485,13485,3/27/2024,FedEx,TRK303234,3/30/2024,Delivered
13486,13486,9/21/2024,UPS,TRK960223,9/26/2024,Delivered
13487,13487,5/9/2024,DHL,TRK666679,5/16/2024,Delivered
13488,13488,10/31/2024,FedEx,TRK540752,11/2/2024,Shipped
13489,13489,9/1/2024,UPS,TRK273530,9/6/2024,Delivered
13490,13490,7/8/2024,DHL,TRK210517,7/10/2024,Shipped
13491,13491,3/10/2024,FedEx,TRK286169,3/13/2024,Shipped
13492,13492,1/22/2024,UPS,TRK557407,1/23/2024,Delivered
13493,13493,11/24/2023,DHL,TRK189406,11/27/2023,Shipped
13494,13494,4/27/2024,FedEx,TRK185125,4/29/2024,Shipped
13495,13495,1/31/2024,UPS,TRK266357,2/3/2024,Pending
13496,13496,9/30/2024,DHL,TRK937257,10/2/2024,Delivered
13497,13497,12/26/2023,FedEx,TRK529469,12/29/2023,Pending
13498,13498,10/18/2024,UPS,TRK597717,10/25/2024,Delivered
13499,13499,2/4/2024,DHL,TRK156797,2/11/2024,Cancelled
13500,13500,9/4/2024,FedEx,TRK353380,9/9/2024,Delivered
13501,13501,12/16/2023,UPS,TRK811238,12/21/2023,Pending
13502,13502,11/14/2023,DHL,TRK298681,11/19/2023,Shipped
13503,13503,7/31/2024,FedEx,TRK851657,8/6/2024,Pending
13504,13504,1/15/2024,UPS,TRK349427,1/21/2024,Shipped
13505,13505,6/8/2024,DHL,TRK439688,6/10/2024,Pending
13506,13506,7/31/2024,FedEx,TRK318993,8/7/2024,Pending
13507,13507,9/10/2024,UPS,TRK382290,9/14/2024,Delivered
13508,13508,10/15/2024,DHL,TRK992772,10/17/2024,Delivered
13509,13509,12/26/2023,FedEx,TRK099099,12/31/2023,Shipped
13510,13510,11/28/2023,UPS,TRK690302,12/2/2023,Delivered
13511,13511,5/29/2024,DHL,TRK508011,5/30/2024,Delivered
13512,13512,5/9/2024,FedEx,TRK191942,5/10/2024,Cancelled
13513,13513,11/29/2023,UPS,TRK112581,12/2/2023,Delivered
13514,13514,1/28/2024,DHL,TRK520523,1/31/2024,Pending
13515,13515,4/22/2024,FedEx,TRK604453,4/28/2024,Shipped
13516,13516,2/2/2024,UPS,TRK120546,2/7/2024,Pending
13517,13517,7/15/2024,DHL,TRK715077,7/19/2024,Delivered
13518,13518,2/20/2024,FedEx,TRK950857,2/22/2024,Shipped
13519,13519,7/23/2024,UPS,TRK497416,7/31/2024,Pending
13520,13520,3/17/2024,DHL,TRK422991,3/21/2024,Delivered
13521,13521,8/26/2024,FedEx,TRK063081,9/3/2024,Pending
13522,13522,7/19/2024,UPS,TRK332305,7/21/2024,Delivered
13523,13523,8/15/2024,DHL,TRK572917,8/19/2024,Pending
13524,13524,1/2/2024,FedEx,TRK752639,1/3/2024,Delivered
13525,13525,3/15/2024,UPS,TRK575694,3/20/2024,Delivered
13526,13526,9/24/2024,DHL,TRK264465,9/26/2024,Shipped
13527,13527,3/29/2024,FedEx,TRK200171,4/3/2024,Shipped
13528,13528,7/7/2024,UPS,TRK370680,7/13/2024,Pending
13529,13529,7/4/2024,DHL,TRK305518,7/12/2024,Delivered
13530,13530,3/12/2024,FedEx,TRK936380,3/16/2024,Delivered
13531,13531,8/14/2024,UPS,TRK172664,8/19/2024,Delivered
13532,13532,6/5/2024,DHL,TRK558052,6/9/2024,Delivered
13533,13533,6/21/2024,FedEx,TRK598119,6/22/2024,Delivered
13534,13534,1/30/2024,UPS,TRK356823,2/3/2024,Shipped
13535,13535,7/17/2024,DHL,TRK611112,7/19/2024,Pending
13536,13536,12/3/2023,FedEx,TRK147139,12/9/2023,Delivered
13537,13537,6/30/2024,UPS,TRK594483,7/6/2024,Shipped
13538,13538,8/25/2024,DHL,TRK693766,8/31/2024,Shipped
13539,13539,6/27/2024,FedEx,TRK084136,6/30/2024,Delivered
13540,13540,5/21/2024,UPS,TRK832761,5/28/2024,Pending
13541,13541,9/26/2024,DHL,TRK426958,10/1/2024,Delivered
13542,13542,9/30/2024,FedEx,TRK442556,10/5/2024,Delivered
13543,13543,2/26/2024,UPS,TRK077825,3/5/2024,Shipped
13544,13544,5/29/2024,DHL,TRK467392,5/31/2024,Shipped
13545,13545,1/10/2024,FedEx,TRK257231,1/14/2024,Delivered
13546,13546,6/18/2024,UPS,TRK982724,6/22/2024,Shipped
13547,13547,2/12/2024,DHL,TRK472996,2/16/2024,Delivered
13548,13548,8/15/2024,FedEx,TRK401870,8/19/2024,Pending
13549,13549,11/6/2024,UPS,TRK557801,11/11/2024,Delivered
13550,13550,5/2/2024,DHL,TRK055560,5/5/2024,Shipped
13551,13551,2/23/2024,FedEx,TRK281669,3/1/2024,Cancelled
13552,13552,8/31/2024,UPS,TRK181393,9/1/2024,Shipped
13553,13553,3/19/2024,DHL,TRK501776,3/25/2024,Delivered
13554,13554,2/5/2024,FedEx,TRK410304,2/10/2024,Shipped
13555,13555,12/10/2023,UPS,TRK858714,12/14/2023,Shipped
13556,13556,8/10/2024,DHL,TRK079108,8/13/2024,Pending
13557,13557,10/27/2024,FedEx,TRK157705,11/1/2024,Shipped
13558,13558,10/18/2024,UPS,TRK947300,10/24/2024,Pending
13559,13559,1/13/2024,DHL,TRK302881,1/17/2024,Shipped
13560,13560,2/27/2024,FedEx,TRK405543,3/1/2024,Shipped
13561,13561,10/29/2024,UPS,TRK097859,10/30/2024,Shipped
13562,13562,8/9/2024,DHL,TRK853275,8/16/2024,Delivered
13563,13563,4/10/2024,FedEx,TRK146834,4/15/2024,Pending
13564,13564,1/27/2024,UPS,TRK449686,2/3/2024,Pending
13565,13565,1/3/2024,DHL,TRK862938,1/7/2024,Delivered
13566,13566,10/19/2024,FedEx,TRK422651,10/22/2024,Delivered
13567,13567,6/14/2024,UPS,TRK938192,6/20/2024,Shipped
13568,13568,3/23/2024,DHL,TRK491423,3/28/2024,Shipped
13569,13569,5/19/2024,FedEx,TRK789179,5/27/2024,Delivered
13570,13570,3/31/2024,UPS,TRK064031,4/2/2024,Shipped
13571,13571,6/29/2024,DHL,TRK844323,7/7/2024,Delivered
13572,13572,7/12/2024,FedEx,TRK120042,7/14/2024,Pending
13573,13573,12/22/2023,UPS,TRK748756,12/27/2023,Shipped
13574,13574,11/29/2023,DHL,TRK170603,12/5/2023,Delivered
13575,13575,10/9/2024,FedEx,TRK780444,10/14/2024,Shipped
13576,13576,5/22/2024,UPS,TRK568521,5/30/2024,Pending
13577,13577,12/3/2023,DHL,TRK220500,12/10/2023,Shipped
13578,13578,10/10/2024,FedEx,TRK287504,10/12/2024,Shipped
13579,13579,7/15/2024,UPS,TRK853181,7/21/2024,Shipped
13580,13580,7/27/2024,DHL,TRK638212,8/1/2024,Shipped
13581,13581,8/31/2024,FedEx,TRK816823,9/8/2024,Pending
13582,13582,4/23/2024,UPS,TRK830685,4/30/2024,Delivered
13583,13583,8/9/2024,DHL,TRK408561,8/14/2024,Shipped
13584,13584,1/14/2024,FedEx,TRK305968,1/19/2024,Delivered
13585,13585,7/2/2024,UPS,TRK582768,7/8/2024,Pending
13586,13586,5/4/2024,DHL,TRK083630,5/9/2024,Shipped
13587,13587,12/24/2023,FedEx,TRK721865,12/26/2023,Shipped
13588,13588,10/21/2024,UPS,TRK056102,10/25/2024,Delivered
13589,13589,1/9/2024,DHL,TRK630884,1/13/2024,Shipped
13590,13590,11/19/2023,FedEx,TRK937209,11/24/2023,Shipped
13591,13591,2/15/2024,UPS,TRK605958,2/22/2024,Shipped
13592,13592,3/24/2024,DHL,TRK357981,3/27/2024,Delivered
13593,13593,3/22/2024,FedEx,TRK848267,3/30/2024,Pending
13594,13594,7/13/2024,UPS,TRK719167,7/21/2024,Delivered
13595,13595,9/15/2024,DHL,TRK163757,9/21/2024,Pending
13596,13596,9/19/2024,FedEx,TRK672986,9/25/2024,Pending
13597,13597,10/10/2024,UPS,TRK788945,10/14/2024,Shipped
13598,13598,8/27/2024,DHL,TRK731405,8/30/2024,Delivered
13599,13599,6/9/2024,FedEx,TRK562870,6/13/2024,Delivered
13600,13600,7/22/2024,UPS,TRK478348,7/29/2024,Shipped
13601,13601,12/17/2023,DHL,TRK507021,12/21/2023,Shipped
13602,13602,6/13/2024,FedEx,TRK901399,6/19/2024,Delivered
13603,13603,3/22/2024,UPS,TRK742158,3/23/2024,Pending
13604,13604,4/26/2024,DHL,TRK772312,5/1/2024,Shipped
13605,13605,5/31/2024,FedEx,TRK593938,6/8/2024,Shipped
13606,13606,1/12/2024,UPS,TRK558791,1/13/2024,Shipped
13607,13607,10/1/2024,DHL,TRK306237,10/7/2024,Pending
13608,13608,2/8/2024,FedEx,TRK649157,2/10/2024,Shipped
13609,13609,6/12/2024,UPS,TRK559071,6/13/2024,Pending
13610,13610,12/28/2023,DHL,TRK843670,1/5/2024,Cancelled
13611,13611,2/16/2024,FedEx,TRK179627,2/21/2024,Delivered
13612,13612,7/20/2024,UPS,TRK207009,7/23/2024,Delivered
13613,13613,6/29/2024,DHL,TRK795369,7/4/2024,Delivered
13614,13614,1/15/2024,FedEx,TRK169021,1/19/2024,Delivered
13615,13615,7/12/2024,UPS,TRK061670,7/14/2024,Delivered
13616,13616,10/18/2024,DHL,TRK254627,10/25/2024,Delivered
13617,13617,1/7/2024,FedEx,TRK188482,1/10/2024,Shipped
13618,13618,2/14/2024,UPS,TRK322198,2/21/2024,Shipped
13619,13619,3/26/2024,DHL,TRK556381,4/3/2024,Shipped
13620,13620,10/15/2024,FedEx,TRK252244,10/16/2024,Shipped
13621,13621,3/8/2024,UPS,TRK141990,3/13/2024,Delivered
13622,13622,6/10/2024,DHL,TRK516846,6/11/2024,Shipped
13623,13623,3/14/2024,FedEx,TRK697763,3/21/2024,Shipped
13624,13624,6/1/2024,UPS,TRK630196,6/2/2024,Delivered
13625,13625,9/24/2024,DHL,TRK533928,9/27/2024,Shipped
13626,13626,1/29/2024,FedEx,TRK566347,2/1/2024,Shipped
13627,13627,5/11/2024,UPS,TRK691798,5/14/2024,Delivered
13628,13628,4/4/2024,DHL,TRK709626,4/5/2024,Pending
13629,13629,7/5/2024,FedEx,TRK410693,7/13/2024,Delivered
13630,13630,2/29/2024,UPS,TRK366055,3/3/2024,Shipped
13631,13631,7/5/2024,DHL,TRK305382,7/11/2024,Delivered
13632,13632,1/19/2024,FedEx,TRK633459,1/25/2024,Shipped
13633,13633,7/2/2024,UPS,TRK860103,7/5/2024,Delivered
13634,13634,2/7/2024,DHL,TRK556581,2/14/2024,Shipped
13635,13635,1/7/2024,FedEx,TRK045195,1/9/2024,Pending
13636,13636,4/23/2024,UPS,TRK350383,4/30/2024,Shipped
13637,13637,11/30/2023,DHL,TRK020713,12/2/2023,Delivered
13638,13638,6/28/2024,FedEx,TRK215258,6/30/2024,Delivered
13639,13639,3/25/2024,UPS,TRK681904,3/27/2024,Shipped
13640,13640,5/24/2024,DHL,TRK432284,5/29/2024,Delivered
13641,13641,8/5/2024,FedEx,TRK075234,8/8/2024,Delivered
13642,13642,5/7/2024,UPS,TRK492320,5/9/2024,Shipped
13643,13643,6/15/2024,DHL,TRK507592,6/22/2024,Shipped
13644,13644,11/27/2023,FedEx,TRK673698,12/1/2023,Delivered
13645,13645,11/23/2023,UPS,TRK787981,11/26/2023,Shipped
13646,13646,7/9/2024,DHL,TRK425198,7/12/2024,Pending
13647,13647,6/13/2024,FedEx,TRK585403,6/16/2024,Delivered
13648,13648,11/13/2023,UPS,TRK466744,11/15/2023,Shipped
13649,13649,2/26/2024,DHL,TRK533306,3/4/2024,Shipped
13650,13650,3/12/2024,FedEx,TRK844329,3/18/2024,Delivered
13651,13651,12/20/2023,UPS,TRK802205,12/23/2023,Delivered
13652,13652,7/2/2024,DHL,TRK390316,7/6/2024,Delivered
13653,13653,11/6/2024,FedEx,TRK982359,11/11/2024,Delivered
13654,13654,10/28/2024,UPS,TRK556266,11/4/2024,Cancelled
13655,13655,10/30/2024,DHL,TRK716299,11/2/2024,Pending
13656,13656,6/3/2024,FedEx,TRK068691,6/11/2024,Shipped
13657,13657,11/29/2023,UPS,TRK992544,12/1/2023,Delivered
13658,13658,3/1/2024,DHL,TRK682305,3/4/2024,Delivered
13659,13659,9/17/2024,FedEx,TRK102511,9/23/2024,Delivered
13660,13660,12/21/2023,UPS,TRK882096,12/28/2023,Shipped
13661,13661,7/7/2024,DHL,TRK069641,7/13/2024,Delivered
13662,13662,4/19/2024,FedEx,TRK232542,4/20/2024,Pending
13663,13663,8/22/2024,UPS,TRK455128,8/30/2024,Shipped
13664,13664,10/17/2024,DHL,TRK150592,10/22/2024,Shipped
13665,13665,6/10/2024,FedEx,TRK556863,6/13/2024,Shipped
13666,13666,10/12/2024,UPS,TRK169413,10/17/2024,Shipped
13667,13667,12/13/2023,DHL,TRK530916,12/15/2023,Shipped
13668,13668,4/19/2024,FedEx,TRK248453,4/26/2024,Shipped
13669,13669,9/24/2024,UPS,TRK782379,9/26/2024,Shipped
13670,13670,3/9/2024,DHL,TRK449249,3/15/2024,Delivered
13671,13671,8/29/2024,FedEx,TRK173102,9/2/2024,Pending
13672,13672,10/14/2024,UPS,TRK816902,10/21/2024,Delivered
13673,13673,12/14/2023,DHL,TRK038922,12/16/2023,Delivered
13674,13674,2/18/2024,FedEx,TRK856456,2/24/2024,Delivered
13675,13675,11/25/2023,UPS,TRK029342,12/2/2023,Cancelled
13676,13676,11/21/2023,DHL,TRK594375,11/23/2023,Pending
13677,13677,4/11/2024,FedEx,TRK264506,4/18/2024,Shipped
13678,13678,3/7/2024,UPS,TRK222558,3/10/2024,Pending
13679,13679,12/5/2023,DHL,TRK447010,12/10/2023,Pending
13680,13680,8/18/2024,FedEx,TRK720768,8/20/2024,Shipped
13681,13681,10/30/2024,UPS,TRK202001,11/7/2024,Pending
13682,13682,10/24/2024,DHL,TRK803851,10/31/2024,Shipped
13683,13683,3/30/2024,FedEx,TRK132769,3/31/2024,Shipped
13684,13684,11/14/2023,UPS,TRK015801,11/16/2023,Shipped
13685,13685,6/23/2024,DHL,TRK458663,6/29/2024,Shipped
13686,13686,5/23/2024,FedEx,TRK059124,5/31/2024,Delivered
13687,13687,2/22/2024,UPS,TRK952001,2/28/2024,Shipped
13688,13688,5/19/2024,DHL,TRK225932,5/21/2024,Delivered
13689,13689,7/8/2024,FedEx,TRK933708,7/16/2024,Delivered
13690,13690,11/27/2023,UPS,TRK624513,12/5/2023,Shipped
13691,13691,1/6/2024,DHL,TRK677065,1/8/2024,Pending
13692,13692,4/9/2024,FedEx,TRK166515,4/14/2024,Pending
13693,13693,12/12/2023,UPS,TRK460796,12/19/2023,Shipped
13694,13694,1/20/2024,DHL,TRK683848,1/27/2024,Shipped
13695,13695,10/1/2024,FedEx,TRK429077,10/8/2024,Pending
13696,13696,7/27/2024,UPS,TRK528743,8/3/2024,Delivered
13697,13697,4/27/2024,DHL,TRK769225,5/4/2024,Delivered
13698,13698,7/29/2024,FedEx,TRK488754,8/1/2024,Delivered
13699,13699,8/21/2024,UPS,TRK077026,8/25/2024,Pending
13700,13700,9/24/2024,DHL,TRK626041,9/26/2024,Pending
13701,13701,3/7/2024,FedEx,TRK977599,3/13/2024,Shipped
13702,13702,9/25/2024,UPS,TRK074854,10/1/2024,Shipped
13703,13703,12/21/2023,DHL,TRK081229,12/25/2023,Pending
13704,13704,3/5/2024,FedEx,TRK145709,3/10/2024,Pending
13705,13705,3/10/2024,UPS,TRK096689,3/15/2024,Pending
13706,13706,1/26/2024,DHL,TRK937882,2/1/2024,Delivered
13707,13707,3/10/2024,FedEx,TRK915802,3/11/2024,Delivered
13708,13708,12/10/2023,UPS,TRK792058,12/18/2023,Pending
13709,13709,11/19/2023,DHL,TRK689044,11/25/2023,Delivered
13710,13710,4/22/2024,FedEx,TRK696526,4/25/2024,Pending
13711,13711,7/21/2024,UPS,TRK876388,7/28/2024,Shipped
13712,13712,7/16/2024,DHL,TRK295153,7/20/2024,Delivered
13713,13713,11/18/2023,FedEx,TRK905801,11/23/2023,Pending
13714,13714,8/16/2024,UPS,TRK421620,8/21/2024,Cancelled
13715,13715,10/4/2024,DHL,TRK651519,10/11/2024,Shipped
13716,13716,6/12/2024,FedEx,TRK410624,6/20/2024,Shipped
13717,13717,12/22/2023,UPS,TRK344515,12/26/2023,Shipped
13718,13718,5/28/2024,DHL,TRK234538,5/30/2024,Delivered
13719,13719,2/27/2024,FedEx,TRK493678,3/3/2024,Shipped
13720,13720,9/6/2024,UPS,TRK170001,9/12/2024,Shipped
13721,13721,10/31/2024,DHL,TRK125611,11/5/2024,Shipped
13722,13722,12/15/2023,FedEx,TRK898257,12/18/2023,Pending
13723,13723,7/23/2024,UPS,TRK924822,7/28/2024,Shipped
13724,13724,9/7/2024,DHL,TRK297782,9/14/2024,Pending
13725,13725,2/10/2024,FedEx,TRK558031,2/15/2024,Shipped
13726,13726,4/28/2024,UPS,TRK777425,5/2/2024,Shipped
13727,13727,8/10/2024,DHL,TRK234539,8/14/2024,Pending
13728,13728,8/16/2024,FedEx,TRK439482,8/23/2024,Pending
13729,13729,12/16/2023,UPS,TRK474748,12/18/2023,Delivered
13730,13730,8/26/2024,DHL,TRK590892,8/29/2024,Pending
13731,13731,10/6/2024,FedEx,TRK861380,10/14/2024,Pending
13732,13732,12/6/2023,UPS,TRK508091,12/11/2023,Pending
13733,13733,10/29/2024,DHL,TRK280052,11/4/2024,Delivered
13734,13734,1/16/2024,FedEx,TRK402770,1/17/2024,Delivered
13735,13735,11/1/2024,UPS,TRK525229,11/4/2024,Shipped
13736,13736,9/17/2024,DHL,TRK680570,9/18/2024,Shipped
13737,13737,12/1/2023,FedEx,TRK709851,12/4/2023,Shipped
13738,13738,6/6/2024,UPS,TRK767077,6/7/2024,Shipped
13739,13739,7/5/2024,DHL,TRK673074,7/11/2024,Pending
13740,13740,11/24/2023,FedEx,TRK927529,11/29/2023,Shipped
13741,13741,11/13/2023,UPS,TRK576453,11/18/2023,Delivered
13742,13742,9/17/2024,DHL,TRK949171,9/23/2024,Cancelled
13743,13743,4/9/2024,FedEx,TRK849566,4/13/2024,Shipped
13744,13744,7/24/2024,UPS,TRK981143,7/31/2024,Shipped
13745,13745,10/24/2024,DHL,TRK986001,10/31/2024,Shipped
13746,13746,12/20/2023,FedEx,TRK085700,12/21/2023,Delivered
13747,13747,11/14/2023,UPS,TRK703966,11/19/2023,Delivered
13748,13748,2/7/2024,DHL,TRK933563,2/13/2024,Shipped
13749,13749,9/11/2024,FedEx,TRK735936,9/14/2024,Delivered
13750,13750,2/18/2024,UPS,TRK147483,2/23/2024,Delivered
13751,13751,4/26/2024,DHL,TRK217264,5/2/2024,Cancelled
13752,13752,1/16/2024,FedEx,TRK585978,1/20/2024,Shipped
13753,13753,6/23/2024,UPS,TRK593809,6/24/2024,Delivered
13754,13754,4/23/2024,DHL,TRK903597,5/1/2024,Pending
13755,13755,11/29/2023,FedEx,TRK234446,12/4/2023,Shipped
13756,13756,9/5/2024,UPS,TRK130025,9/10/2024,Pending
13757,13757,10/16/2024,DHL,TRK080265,10/23/2024,Shipped
13758,13758,8/7/2024,FedEx,TRK102139,8/14/2024,Delivered
13759,13759,9/1/2024,UPS,TRK659692,9/6/2024,Delivered
13760,13760,6/7/2024,DHL,TRK471808,6/12/2024,Cancelled
13761,13761,7/6/2024,FedEx,TRK998200,7/9/2024,Delivered
13762,13762,12/31/2023,UPS,TRK867664,1/7/2024,Shipped
13763,13763,2/16/2024,DHL,TRK283095,2/23/2024,Delivered
13764,13764,7/31/2024,FedEx,TRK787870,8/2/2024,Shipped
13765,13765,2/10/2024,UPS,TRK866184,2/12/2024,Shipped
13766,13766,1/25/2024,DHL,TRK184543,2/1/2024,Shipped
13767,13767,5/18/2024,FedEx,TRK130794,5/25/2024,Delivered
13768,13768,3/17/2024,UPS,TRK103086,3/22/2024,Delivered
13769,13769,9/24/2024,DHL,TRK204819,10/2/2024,Delivered
13770,13770,11/16/2023,FedEx,TRK927414,11/23/2023,Delivered
13771,13771,8/3/2024,UPS,TRK121793,8/11/2024,Cancelled
13772,13772,4/1/2024,DHL,TRK554838,4/6/2024,Shipped
13773,13773,7/13/2024,FedEx,TRK643826,7/14/2024,Delivered
13774,13774,3/24/2024,UPS,TRK617988,3/28/2024,Pending
13775,13775,6/26/2024,DHL,TRK784908,7/2/2024,Cancelled
13776,13776,11/14/2023,FedEx,TRK184040,11/20/2023,Shipped
13777,13777,10/17/2024,UPS,TRK494491,10/19/2024,Shipped
13778,13778,6/29/2024,DHL,TRK233061,7/6/2024,Pending
13779,13779,12/30/2023,FedEx,TRK791437,1/7/2024,Delivered
13780,13780,11/3/2024,UPS,TRK242369,11/5/2024,Pending
13781,13781,6/7/2024,DHL,TRK982580,6/14/2024,Pending
13782,13782,9/8/2024,FedEx,TRK424586,9/16/2024,Shipped
13783,13783,6/4/2024,UPS,TRK423614,6/7/2024,Delivered
13784,13784,9/7/2024,DHL,TRK868289,9/12/2024,Pending
13785,13785,4/16/2024,FedEx,TRK346862,4/22/2024,Delivered
13786,13786,11/11/2023,UPS,TRK499752,11/12/2023,Shipped
13787,13787,2/25/2024,DHL,TRK853698,2/28/2024,Pending
13788,13788,11/4/2024,FedEx,TRK172559,11/8/2024,Pending
13789,13789,3/29/2024,UPS,TRK964116,4/1/2024,Pending
13790,13790,1/7/2024,DHL,TRK406474,1/13/2024,Shipped
13791,13791,11/4/2024,FedEx,TRK033830,11/8/2024,Shipped
13792,13792,10/23/2024,UPS,TRK560136,10/26/2024,Delivered
13793,13793,3/3/2024,DHL,TRK482611,3/8/2024,Shipped
13794,13794,11/16/2023,FedEx,TRK824619,11/19/2023,Shipped
13795,13795,5/17/2024,UPS,TRK374258,5/20/2024,Delivered
13796,13796,6/23/2024,DHL,TRK592124,6/26/2024,Pending
13797,13797,1/23/2024,FedEx,TRK612071,1/30/2024,Shipped
13798,13798,10/20/2024,UPS,TRK203640,10/25/2024,Delivered
13799,13799,6/1/2024,DHL,TRK869480,6/3/2024,Delivered
13800,13800,7/26/2024,FedEx,TRK816875,7/29/2024,Delivered
13801,13801,12/5/2023,UPS,TRK080599,12/9/2023,Shipped
13802,13802,12/25/2023,DHL,TRK712243,12/30/2023,Shipped
13803,13803,8/22/2024,FedEx,TRK661592,8/26/2024,Delivered
13804,13804,1/4/2024,UPS,TRK836819,1/12/2024,Shipped
13805,13805,12/18/2023,DHL,TRK788786,12/22/2023,Delivered
13806,13806,9/1/2024,FedEx,TRK753637,9/4/2024,Delivered
13807,13807,7/6/2024,UPS,TRK800357,7/12/2024,Delivered
13808,13808,8/20/2024,DHL,TRK383578,8/26/2024,Delivered
13809,13809,11/29/2023,FedEx,TRK876932,12/2/2023,Delivered
13810,13810,3/18/2024,UPS,TRK304555,3/23/2024,Delivered
13811,13811,5/15/2024,DHL,TRK087197,5/19/2024,Pending
13812,13812,2/27/2024,FedEx,TRK460204,3/4/2024,Delivered
13813,13813,4/21/2024,UPS,TRK357159,4/29/2024,Shipped
13814,13814,9/15/2024,DHL,TRK894552,9/19/2024,Shipped
13815,13815,2/4/2024,FedEx,TRK556922,2/8/2024,Shipped
13816,13816,8/11/2024,UPS,TRK313844,8/18/2024,Delivered
13817,13817,3/19/2024,DHL,TRK108532,3/21/2024,Shipped
13818,13818,12/18/2023,FedEx,TRK728773,12/21/2023,Cancelled
13819,13819,8/11/2024,UPS,TRK671697,8/13/2024,Delivered
13820,13820,8/15/2024,DHL,TRK593909,8/21/2024,Shipped
13821,13821,8/13/2024,FedEx,TRK059501,8/15/2024,Shipped
13822,13822,10/18/2024,UPS,TRK778816,10/23/2024,Pending
13823,13823,6/21/2024,DHL,TRK561340,6/28/2024,Shipped
13824,13824,7/28/2024,FedEx,TRK912979,8/1/2024,Delivered
13825,13825,1/17/2024,UPS,TRK314615,1/23/2024,Delivered
13826,13826,11/7/2024,DHL,TRK130715,11/13/2024,Delivered
13827,13827,1/26/2024,FedEx,TRK918353,1/28/2024,Pending
13828,13828,11/10/2023,UPS,TRK443052,11/17/2023,Pending
13829,13829,3/25/2024,DHL,TRK064686,3/28/2024,Delivered
13830,13830,2/22/2024,FedEx,TRK964031,2/25/2024,Pending
13831,13831,12/4/2023,UPS,TRK103182,12/7/2023,Pending
13832,13832,1/19/2024,DHL,TRK250798,1/26/2024,Shipped
13833,13833,9/20/2024,FedEx,TRK460673,9/21/2024,Delivered
13834,13834,2/1/2024,UPS,TRK168207,2/7/2024,Delivered
13835,13835,8/2/2024,DHL,TRK775966,8/7/2024,Shipped
13836,13836,6/27/2024,FedEx,TRK398301,7/1/2024,Shipped
13837,13837,1/1/2024,UPS,TRK186410,1/2/2024,Delivered
13838,13838,7/26/2024,DHL,TRK128325,7/28/2024,Shipped
13839,13839,8/18/2024,FedEx,TRK467310,8/21/2024,Pending
13840,13840,4/27/2024,UPS,TRK475354,4/30/2024,Delivered
13841,13841,1/22/2024,DHL,TRK707418,1/26/2024,Cancelled
13842,13842,5/21/2024,FedEx,TRK291196,5/25/2024,Delivered
13843,13843,7/16/2024,UPS,TRK615378,7/23/2024,Cancelled
13844,13844,12/16/2023,DHL,TRK515081,12/23/2023,Pending
13845,13845,2/2/2024,FedEx,TRK742816,2/9/2024,Shipped
13846,13846,8/5/2024,UPS,TRK065901,8/7/2024,Delivered
13847,13847,11/19/2023,DHL,TRK760830,11/22/2023,Delivered
13848,13848,5/8/2024,FedEx,TRK487170,5/11/2024,Pending
13849,13849,3/23/2024,UPS,TRK198531,3/30/2024,Pending
13850,13850,3/7/2024,DHL,TRK521378,3/13/2024,Delivered
13851,13851,12/24/2023,FedEx,TRK888952,12/31/2023,Shipped
13852,13852,12/6/2023,UPS,TRK788827,12/10/2023,Delivered
13853,13853,7/17/2024,DHL,TRK770897,7/23/2024,Delivered
13854,13854,1/19/2024,FedEx,TRK459002,1/25/2024,Delivered
13855,13855,9/19/2024,UPS,TRK069587,9/25/2024,Shipped
13856,13856,10/25/2024,DHL,TRK412145,10/27/2024,Pending
13857,13857,12/12/2023,FedEx,TRK446125,12/13/2023,Delivered
13858,13858,4/14/2024,UPS,TRK484644,4/19/2024,Pending
13859,13859,6/25/2024,DHL,TRK580231,7/1/2024,Pending
13860,13860,12/16/2023,FedEx,TRK182188,12/24/2023,Shipped
13861,13861,8/31/2024,UPS,TRK020859,9/4/2024,Delivered
13862,13862,6/30/2024,DHL,TRK653214,7/5/2024,Pending
13863,13863,12/16/2023,FedEx,TRK290693,12/23/2023,Pending
13864,13864,8/12/2024,UPS,TRK990651,8/15/2024,Shipped
13865,13865,10/13/2024,DHL,TRK282196,10/16/2024,Delivered
13866,13866,6/23/2024,FedEx,TRK113982,6/25/2024,Delivered
